0.016667,-14.819
0.033333,-14.799
0.05,-14.779
0.066667,-14.76
0.083333,-14.74
0.1,-14.721
0.11667,-14.702
0.13333,-14.682
0.15,-14.663
0.16667,-14.644
0.18333,-14.624
0.2,-14.605
0.21667,-14.586
0.23333,-14.567
0.25,-14.548
0.26667,-14.529
0.28333,-14.51
0.3,-14.491
0.31667,-14.473
0.33333,-14.454
0.35,-14.435
0.36667,-14.417
0.38333,-14.398
0.4,-14.379
0.41667,-14.361
0.43333,-14.342
0.45,-14.324
0.46667,-14.306
0.48333,-14.287
0.5,-14.269
0.51667,-14.251
0.53333,-14.233
0.55,-14.214
0.56667,-14.196
0.58333,-14.178
0.6,-14.16
0.61667,-14.142
0.63333,-14.125
0.65,-14.107
0.66667,-14.089
0.68333,-14.071
0.7,-14.053
0.71667,-14.036
0.73333,-14.018
0.75,-14.001
0.76667,-13.983
0.78333,-13.966
0.8,-13.948
0.81667,-13.931
0.83333,-13.914
0.85,-13.896
0.86667,-13.879
0.88333,-13.862
0.9,-13.845
0.91667,-13.828
0.93333,-13.811
0.95,-13.794
0.96667,-13.777
0.98333,-13.76
1,-13.743
1.0167,-13.726
1.0333,-13.709
1.05,-13.693
1.0667,-13.676
1.0833,-13.659
1.1,-13.643
1.1167,-13.626
1.1333,-13.61
1.15,-13.593
1.1667,-13.577
1.1833,-13.561
1.2,-13.544
1.2167,-13.528
1.2333,-13.512
1.25,-13.496
1.2667,-13.479
1.2833,-13.463
1.3,-13.447
1.3167,-13.431
1.3333,-13.415
1.35,-13.399
1.3667,-13.383
1.3833,-13.367
1.4,-13.351
1.4167,-13.334
1.4333,-13.318
1.45,-13.301
1.4667,-13.284
1.4833,-13.267
1.5,-13.25
1.5167,-13.233
1.5333,-13.216
1.55,-13.199
1.5667,-13.182
1.5833,-13.164
1.6,-13.147
1.6167,-13.129
1.6333,-13.111
1.65,-13.093
1.6667,-13.075
1.6833,-13.057
1.7,-13.039
1.7167,-13.021
1.7333,-13.003
1.75,-12.984
1.7667,-12.966
1.7833,-12.947
1.8,-12.929
1.8167,-12.91
1.8333,-12.891
1.85,-12.872
1.8667,-12.853
1.8833,-12.834
1.9,-12.814
1.9167,-12.795
1.9333,-12.776
1.95,-12.756
1.9667,-12.736
1.9833,-12.717
2,-12.697
2.0167,-12.677
2.0333,-12.657
2.05,-12.637
2.0667,-12.617
2.0833,-12.597
2.1,-12.576
2.1167,-12.556
2.1333,-12.535
2.15,-12.515
2.1667,-12.494
2.1833,-12.473
2.2,-12.452
2.2167,-12.432
2.2333,-12.411
2.25,-12.389
2.2667,-12.368
2.2833,-12.347
2.3,-12.326
2.3167,-12.304
2.3333,-12.283
2.35,-12.261
2.3667,-12.24
2.3833,-12.218
2.4,-12.196
2.4167,-12.174
2.4333,-12.152
2.45,-12.13
2.4667,-12.108
2.4833,-12.086
2.5,-12.064
2.5167,-12.041
2.5333,-12.019
2.55,-11.996
2.5667,-11.974
2.5833,-11.951
2.6,-11.929
2.6167,-11.906
2.6333,-11.883
2.65,-11.86
2.6667,-11.837
2.6833,-11.814
2.7,-11.791
2.7167,-11.768
2.7333,-11.745
2.75,-11.722
2.7667,-11.698
2.7833,-11.675
2.8,-11.651
2.8167,-11.628
2.8333,-11.604
2.85,-11.581
2.8667,-11.557
2.8833,-11.533
2.9,-11.509
2.9167,-11.486
2.9333,-11.462
2.95,-11.438
2.9667,-11.413
2.9833,-11.389
3,-11.365
3.0167,-11.341
3.0333,-11.316
3.05,-11.292
3.0667,-11.268
3.0833,-11.243
3.1,-11.219
3.1167,-11.194
3.1333,-11.169
3.15,-11.144
3.1667,-11.12
3.1833,-11.095
3.2,-11.07
3.2167,-11.045
3.2333,-11.02
3.25,-10.995
3.2667,-10.97
3.2833,-10.944
3.3,-10.919
3.3167,-10.894
3.3333,-10.869
3.35,-10.843
3.3667,-10.818
3.3833,-10.792
3.4,-10.767
3.4167,-10.741
3.4333,-10.716
3.45,-10.69
3.4667,-10.664
3.4833,-10.638
3.5,-10.613
3.5167,-10.587
3.5333,-10.561
3.55,-10.535
3.5667,-10.509
3.5833,-10.483
3.6,-10.457
3.6167,-10.431
3.6333,-10.404
3.65,-10.378
3.6667,-10.352
3.6833,-10.326
3.7,-10.299
3.7167,-10.273
3.7333,-10.247
3.75,-10.22
3.7667,-10.194
3.7833,-10.167
3.8,-10.141
3.8167,-10.114
3.8333,-10.088
3.85,-10.061
3.8667,-10.034
3.8833,-10.008
3.9,-9.9808
3.9167,-9.9541
3.9333,-9.9273
3.95,-9.9005
3.9667,-9.8736
3.9833,-9.8467
4,-9.8198
4.0167,-9.7929
4.0333,-9.766
4.05,-9.739
4.0667,-9.712
4.0833,-9.685
4.1,-9.6579
4.1167,-9.6308
4.1333,-9.6038
4.15,-9.5766
4.1667,-9.5495
4.1833,-9.5224
4.2,-9.4952
4.2167,-9.468
4.2333,-9.4408
4.25,-9.4135
4.2667,-9.3863
4.2833,-9.359
4.3,-9.3318
4.3167,-9.3045
4.3333,-9.2772
4.35,-9.2498
4.3667,-9.2225
4.3833,-9.1951
4.4,-9.1678
4.4167,-9.1404
4.4333,-9.113
4.45,-9.0856
4.4667,-9.0582
4.4833,-9.0308
4.5,-9.0034
4.5167,-8.976
4.5333,-8.9485
4.55,-8.9211
4.5667,-8.8937
4.5833,-8.8662
4.6,-8.8387
4.6167,-8.8113
4.6333,-8.7838
4.65,-8.7564
4.6667,-8.7289
4.6833,-8.7014
4.7,-8.6739
4.7167,-8.6465
4.7333,-8.619
4.75,-8.5915
4.7667,-8.5641
4.7833,-8.5366
4.8,-8.5092
4.8167,-8.4817
4.8333,-8.4542
4.85,-8.4268
4.8667,-8.3994
4.8833,-8.3719
4.9,-8.3445
4.9167,-8.3171
4.9333,-8.2897
4.95,-8.2623
4.9667,-8.2349
4.9833,-8.2075
5,-8.1801
5.0167,-8.1527
5.0333,-8.1254
5.05,-8.0981
5.0667,-8.0707
5.0833,-8.0434
5.1,-8.0161
5.1167,-7.9889
5.1333,-7.9616
5.15,-7.9343
5.1667,-7.9071
5.1833,-7.8799
5.2,-7.8527
5.2167,-7.8255
5.2333,-7.7984
5.25,-7.7712
5.2667,-7.7441
5.2833,-7.717
5.3,-7.69
5.3167,-7.6629
5.3333,-7.6359
5.35,-7.6089
5.3667,-7.5819
5.3833,-7.555
5.4,-7.528
5.4167,-7.5011
5.4333,-7.4743
5.45,-7.4474
5.4667,-7.4206
5.4833,-7.3938
5.5,-7.3671
5.5167,-7.3403
5.5333,-7.3137
5.55,-7.287
5.5667,-7.2604
5.5833,-7.2338
5.6,-7.2072
5.6167,-7.1807
5.6333,-7.1542
5.65,-7.1277
5.6667,-7.1013
5.6833,-7.0749
5.7,-7.0485
5.7167,-7.0222
5.7333,-6.9959
5.75,-6.9697
5.7667,-6.9435
5.7833,-6.9173
5.8,-6.8912
5.8167,-6.8651
5.8333,-6.8391
5.85,-6.8131
5.8667,-6.7871
5.8833,-6.7612
5.9,-6.7354
5.9167,-6.7095
5.9333,-6.6838
5.95,-6.658
5.9667,-6.6323
5.9833,-6.6067
6,-6.5811
6.0167,-6.5556
6.0333,-6.5301
6.05,-6.5046
6.0667,-6.4792
6.0833,-6.4539
6.1,-6.4286
6.1167,-6.4034
6.1333,-6.3782
6.15,-6.353
6.1667,-6.3279
6.1833,-6.3029
6.2,-6.2779
6.2167,-6.253
6.2333,-6.2281
6.25,-6.2033
6.2667,-6.1786
6.2833,-6.1538
6.3,-6.1292
6.3167,-6.1046
6.3333,-6.08
6.35,-6.0555
6.3667,-6.0311
6.3833,-6.0068
6.4,-5.9825
6.4167,-5.9582
6.4333,-5.9341
6.45,-5.91
6.4667,-5.8859
6.4833,-5.862
6.5,-5.8381
6.5167,-5.8142
6.5333,-5.7904
6.55,-5.7667
6.5667,-5.7431
6.5833,-5.7195
6.6,-5.696
6.6167,-5.6725
6.6333,-5.6492
6.65,-5.6259
6.6667,-5.6026
6.6833,-5.5795
6.7,-5.5564
6.7167,-5.5333
6.7333,-5.5104
6.75,-5.4875
6.7667,-5.4647
6.7833,-5.442
6.8,-5.4193
6.8167,-5.3967
6.8333,-5.3742
6.85,-5.3518
6.8667,-5.3295
6.8833,-5.3072
6.9,-5.285
6.9167,-5.2629
6.9333,-5.2408
6.95,-5.2188
6.9667,-5.197
6.9833,-5.1752
7,-5.1534
7.0167,-5.1318
7.0333,-5.1102
7.05,-5.0887
7.0667,-5.0673
7.0833,-5.046
7.1,-5.0248
7.1167,-5.0036
7.1333,-4.9826
7.15,-4.9616
7.1667,-4.9407
7.1833,-4.9199
7.2,-4.8991
7.2167,-4.8785
7.2333,-4.8579
7.25,-4.8375
7.2667,-4.8171
7.2833,-4.7968
7.3,-4.7766
7.3167,-4.7565
7.3333,-4.7364
7.35,-4.7165
7.3667,-4.6967
7.3833,-4.6769
7.4,-4.6572
7.4167,-4.6377
7.4333,-4.6182
7.45,-4.5988
7.4667,-4.5795
7.4833,-4.5603
7.5,-4.5412
7.5167,-4.5222
7.5333,-4.5033
7.55,-4.4844
7.5667,-4.4657
7.5833,-4.4471
7.6,-4.4285
7.6167,-4.4101
7.6333,-4.3918
7.65,-4.3735
7.6667,-4.3554
7.6833,-4.3373
7.7,-4.3194
7.7167,-4.3015
7.7333,-4.2838
7.75,-4.2661
7.7667,-4.2485
7.7833,-4.2311
7.8,-4.2137
7.8167,-4.1965
7.8333,-4.1793
7.85,-4.1623
7.8667,-4.1453
7.8833,-4.1285
7.9,-4.1118
7.9167,-4.0951
7.9333,-4.0786
7.95,-4.0621
7.9667,-4.0458
7.9833,-4.0296
8,-4.0135
8.0167,-3.9975
8.0333,-3.9816
8.05,-3.9658
8.0667,-3.9501
8.0833,-3.9345
8.1,-3.919
8.1167,-3.9036
8.1333,-3.8883
8.15,-3.8732
8.1667,-3.8581
8.1833,-3.8432
8.2,-3.8284
8.2167,-3.8136
8.2333,-3.799
8.25,-3.7845
8.2667,-3.7701
8.2833,-3.7558
8.3,-3.7417
8.3167,-3.7276
8.3333,-3.7137
8.35,-3.6998
8.3667,-3.6861
8.3833,-3.6725
8.4,-3.659
8.4167,-3.6456
8.4333,-3.6323
8.45,-3.6191
8.4667,-3.6061
8.4833,-3.5931
8.5,-3.5803
8.5167,-3.5676
8.5333,-3.555
8.55,-3.5425
8.5667,-3.5301
8.5833,-3.5179
8.6,-3.5057
8.6167,-3.4937
8.6333,-3.4818
8.65,-3.47
8.6667,-3.4583
8.6833,-3.4467
8.7,-3.4353
8.7167,-3.4238
8.7333,-3.4123
8.75,-3.4007
8.7667,-3.3892
8.7833,-3.3776
8.8,-3.3659
8.8167,-3.3542
8.8333,-3.3425
8.85,-3.3308
8.8667,-3.319
8.8833,-3.3072
8.9,-3.2954
8.9167,-3.2835
8.9333,-3.2716
8.95,-3.2597
8.9667,-3.2477
8.9833,-3.2357
9,-3.2237
9.0167,-3.2116
9.0333,-3.1995
9.05,-3.1874
9.0667,-3.1752
9.0833,-3.163
9.1,-3.1508
9.1167,-3.1385
9.1333,-3.1262
9.15,-3.1139
9.1667,-3.1015
9.1833,-3.0891
9.2,-3.0767
9.2167,-3.0643
9.2333,-3.0518
9.25,-3.0392
9.2667,-3.0267
9.2833,-3.0141
9.3,-3.0014
9.3167,-2.9888
9.3333,-2.9761
9.35,-2.9634
9.3667,-2.9506
9.3833,-2.9378
9.4,-2.925
9.4167,-2.9121
9.4333,-2.8992
9.45,-2.8863
9.4667,-2.8733
9.4833,-2.8603
9.5,-2.8473
9.5167,-2.8342
9.5333,-2.8211
9.55,-2.808
9.5667,-2.7949
9.5833,-2.7817
9.6,-2.7684
9.6167,-2.7552
9.6333,-2.7419
9.65,-2.7285
9.6667,-2.7152
9.6833,-2.7018
9.7,-2.6883
9.7167,-2.6749
9.7333,-2.6614
9.75,-2.6479
9.7667,-2.6343
9.7833,-2.6207
9.8,-2.6071
9.8167,-2.5934
9.8333,-2.5797
9.85,-2.566
9.8667,-2.5522
9.8833,-2.5384
9.9,-2.5246
9.9167,-2.5107
9.9333,-2.4968
9.95,-2.4829
9.9667,-2.469
9.9833,-2.455
10,-2.441
10.017,-2.4269
10.033,-2.4129
10.05,-2.3988
10.067,-2.3846
10.083,-2.3704
10.1,-2.3562
10.117,-2.342
10.133,-2.3277
10.15,-2.3134
10.167,-2.299
10.183,-2.2847
10.2,-2.2702
10.217,-2.2558
10.233,-2.2413
10.25,-2.2268
10.267,-2.2122
10.283,-2.1977
10.3,-2.183
10.317,-2.1684
10.333,-2.1537
10.35,-2.139
10.367,-2.1242
10.383,-2.1094
10.4,-2.0946
10.417,-2.0798
10.433,-2.0649
10.45,-2.05
10.467,-2.035
10.483,-2.02
10.5,-2.005
10.517,-1.9899
10.533,-1.9749
10.55,-1.9597
10.567,-1.9446
10.583,-1.9294
10.6,-1.9142
10.617,-1.8989
10.633,-1.8836
10.65,-1.8683
10.667,-1.853
10.683,-1.8376
10.7,-1.8222
10.717,-1.8067
10.733,-1.7912
10.75,-1.7757
10.767,-1.7602
10.783,-1.7446
10.8,-1.729
10.817,-1.7134
10.833,-1.6977
10.85,-1.682
10.867,-1.6662
10.883,-1.6505
10.9,-1.6347
10.917,-1.6188
10.933,-1.603
10.95,-1.5871
10.967,-1.5711
10.983,-1.5552
11,-1.5392
11.017,-1.5231
11.033,-1.5071
11.05,-1.491
11.067,-1.4749
11.083,-1.4587
11.1,-1.4426
11.117,-1.4263
11.133,-1.4101
11.15,-1.3938
11.167,-1.3775
11.183,-1.3612
11.2,-1.3448
11.217,-1.3284
11.233,-1.312
11.25,-1.2956
11.267,-1.2791
11.283,-1.2626
11.3,-1.246
11.317,-1.2294
11.333,-1.2128
11.35,-1.1962
11.367,-1.1795
11.383,-1.1628
11.4,-1.1461
11.417,-1.1294
11.433,-1.1126
11.45,-1.0958
11.467,-1.0789
11.483,-1.0621
11.5,-1.0452
11.517,-1.0282
11.533,-1.0113
11.55,-0.9943
11.567,-0.97729
11.583,-0.96025
11.6,-0.94319
11.617,-0.92609
11.633,-0.90897
11.65,-0.89182
11.667,-0.87464
11.683,-0.85744
11.7,-0.84021
11.717,-0.82295
11.733,-0.80566
11.75,-0.78835
11.767,-0.771
11.783,-0.75364
11.8,-0.73624
11.817,-0.71882
11.833,-0.70138
11.85,-0.6839
11.867,-0.6664
11.883,-0.64888
11.9,-0.63133
11.917,-0.61375
11.933,-0.59615
11.95,-0.57852
11.967,-0.56086
11.983,-0.54319
12,-0.52548
12.017,-0.50775
12.033,-0.49
12.05,-0.47222
12.067,-0.45442
12.083,-0.43659
12.1,-0.41874
12.117,-0.40086
12.133,-0.38296
12.15,-0.36504
12.167,-0.34709
12.183,-0.32912
12.2,-0.31113
12.217,-0.29311
12.233,-0.27507
12.25,-0.25701
12.267,-0.23892
12.283,-0.22081
12.3,-0.20268
12.317,-0.18453
12.333,-0.16635
12.35,-0.14815
12.367,-0.12993
12.383,-0.11169
12.4,-0.093425
12.417,-0.07514
12.433,-0.056834
12.45,-0.038506
12.467,-0.020158
12.483,-0.0017882
12.5,0.016602
12.517,0.035013
12.533,0.053443
12.55,0.071895
12.567,0.090366
12.583,0.10886
12.6,0.12737
12.617,0.1459
12.633,0.16445
12.65,0.18302
12.667,0.2016
12.683,0.22021
12.7,0.23884
12.717,0.25748
12.733,0.27614
12.75,0.29482
12.767,0.31352
12.783,0.33224
12.8,0.35097
12.817,0.36973
12.833,0.3885
12.85,0.40728
12.867,0.42609
12.883,0.44491
12.9,0.46374
12.917,0.4826
12.933,0.50147
12.95,0.52035
12.967,0.53925
12.983,0.55817
13,0.5771
13.017,0.59605
13.033,0.61501
13.05,0.63399
13.067,0.65299
13.083,0.67199
13.1,0.69102
13.117,0.71005
13.133,0.7291
13.15,0.74817
13.167,0.76725
13.183,0.78634
13.2,0.80544
13.217,0.82456
13.233,0.84369
13.25,0.86284
13.267,0.88199
13.283,0.90116
13.3,0.92034
13.317,0.93953
13.333,0.95874
13.35,0.97795
13.367,0.99718
13.383,1.0164
13.4,1.0357
13.417,1.0549
13.433,1.0742
13.45,1.0935
13.467,1.1128
13.483,1.1321
13.5,1.1514
13.517,1.1707
13.533,1.19
13.55,1.2093
13.567,1.2287
13.583,1.248
13.6,1.2674
13.617,1.2867
13.633,1.3061
13.65,1.3255
13.667,1.3449
13.683,1.3642
13.7,1.3836
13.717,1.403
13.733,1.4224
13.75,1.4418
13.767,1.4612
13.783,1.4806
13.8,1.5
13.817,1.5194
13.833,1.5387
13.85,1.5581
13.867,1.5775
13.883,1.5968
13.9,1.6161
13.917,1.6354
13.933,1.6547
13.95,1.674
13.967,1.6932
13.983,1.7123
14,1.7316
14.017,1.7509
14.033,1.7702
14.05,1.7895
14.067,1.8088
14.083,1.8281
14.1,1.8475
14.117,1.8668
14.133,1.8861
14.15,1.9055
14.167,1.9249
14.183,1.9442
14.2,1.9636
14.217,1.9829
14.233,2.0023
14.25,2.0217
14.267,2.0411
14.283,2.0605
14.3,2.0799
14.317,2.0993
14.333,2.1187
14.35,2.1381
14.367,2.1575
14.383,2.1769
14.4,2.1963
14.417,2.2157
14.433,2.2351
14.45,2.2545
14.467,2.2739
14.483,2.2934
14.5,2.3128
14.517,2.3322
14.533,2.3516
14.55,2.3711
14.567,2.3905
14.583,2.4099
14.6,2.4294
14.617,2.4488
14.633,2.4682
14.65,2.4876
14.667,2.5071
14.683,2.5265
14.7,2.5459
14.717,2.5654
14.733,2.5848
14.75,2.6042
14.767,2.6236
14.783,2.643
14.8,2.6625
14.817,2.6819
14.833,2.7013
14.85,2.7207
14.867,2.7401
14.883,2.7595
14.9,2.7789
14.917,2.7983
14.933,2.8177
14.95,2.8371
14.967,2.8565
14.983,2.8758
15,2.8952
15.017,2.9146
15.033,2.934
15.05,2.9533
15.067,2.9727
15.083,2.992
15.1,3.0114
15.117,3.0307
15.133,3.05
15.15,3.0693
15.167,3.0887
15.183,3.108
15.2,3.1273
15.217,3.1466
15.233,3.1659
15.25,3.1851
15.267,3.2044
15.283,3.2237
15.3,3.2429
15.317,3.2622
15.333,3.2814
15.35,3.3006
15.367,3.3198
15.383,3.3391
15.4,3.3583
15.417,3.3774
15.433,3.3966
15.45,3.4158
15.467,3.4349
15.483,3.4541
15.5,3.4732
15.517,3.4924
15.533,3.5115
15.55,3.5306
15.567,3.5497
15.583,3.5687
15.6,3.5878
15.617,3.6069
15.633,3.6259
15.65,3.6449
15.667,3.6639
15.683,3.6829
15.7,3.7019
15.717,3.7209
15.733,3.7399
15.75,3.7588
15.767,3.7778
15.783,3.7967
15.8,3.8156
15.817,3.8345
15.833,3.8533
15.85,3.8722
15.867,3.891
15.883,3.9099
15.9,3.9287
15.917,3.9475
15.933,3.9662
15.95,3.985
15.967,4.0038
15.983,4.0225
16,4.0412
16.017,4.0599
16.033,4.0786
16.05,4.0972
16.067,4.1159
16.083,4.1345
16.1,4.1531
16.117,4.1717
16.133,4.1902
16.15,4.2088
16.167,4.2273
16.183,4.2458
16.2,4.2643
16.217,4.2828
16.233,4.3012
16.25,4.3197
16.267,4.3381
16.283,4.3565
16.3,4.3748
16.317,4.3932
16.333,4.4115
16.35,4.4298
16.367,4.4481
16.383,4.4664
16.4,4.4846
16.417,4.5028
16.433,4.521
16.45,4.5392
16.467,4.5574
16.483,4.5755
16.5,4.5936
16.517,4.6117
16.533,4.6297
16.55,4.6478
16.567,4.6658
16.583,4.6838
16.6,4.7018
16.617,4.7197
16.633,4.7376
16.65,4.7555
16.667,4.7734
16.683,4.7912
16.7,4.809
16.717,4.8268
16.733,4.8446
16.75,4.8623
16.767,4.88
16.783,4.8977
16.8,4.9154
16.817,4.933
16.833,4.9506
16.85,4.9682
16.867,4.9858
16.883,5.0033
16.9,5.0208
16.917,5.0383
16.933,5.0557
16.95,5.0732
16.967,5.0906
16.983,5.1079
17,5.1253
17.017,5.1426
17.033,5.1598
17.05,5.1771
17.067,5.1943
17.083,5.2115
17.1,5.2287
17.117,5.2458
17.133,5.2629
17.15,5.28
17.167,5.297
17.183,5.314
17.2,5.331
17.217,5.348
17.233,5.3649
17.25,5.3818
17.267,5.3987
17.283,5.4155
17.3,5.4323
17.317,5.4491
17.333,5.4658
17.35,5.4825
17.367,5.4992
17.383,5.5159
17.4,5.5325
17.417,5.5491
17.433,5.5656
17.45,5.5821
17.467,5.5986
17.483,5.6151
17.5,5.6315
17.517,5.6479
17.533,5.6643
17.55,5.6806
17.567,5.6969
17.583,5.7132
17.6,5.7294
17.617,5.7456
17.633,5.7618
17.65,5.7779
17.667,5.794
17.683,5.8101
17.7,5.8262
17.717,5.8422
17.733,5.8582
17.75,5.8742
17.767,5.8901
17.783,5.906
17.8,5.9219
17.817,5.9378
17.833,5.9537
17.85,5.9696
17.867,5.9854
17.883,6.0012
17.9,6.0171
17.917,6.0329
17.933,6.0488
17.95,6.0647
17.967,6.0807
17.983,6.0965
18,6.1124
18.017,6.1282
18.033,6.144
18.05,6.1597
18.067,6.1755
18.083,6.1911
18.1,6.2068
18.117,6.2224
18.133,6.238
18.15,6.2535
18.167,6.269
18.183,6.2844
18.2,6.2999
18.217,6.3152
18.233,6.3306
18.25,6.3459
18.267,6.3612
18.283,6.3764
18.3,6.3916
18.317,6.4068
18.333,6.4219
18.35,6.437
18.367,6.4521
18.383,6.4671
18.4,6.482
18.417,6.497
18.433,6.5119
18.45,6.5267
18.467,6.5416
18.483,6.5563
18.5,6.5711
18.517,6.5858
18.533,6.6005
18.55,6.6151
18.567,6.6297
18.583,6.6442
18.6,6.6587
18.617,6.6732
18.633,6.6876
18.65,6.702
18.667,6.7164
18.683,6.7307
18.7,6.7449
18.717,6.7592
18.733,6.7733
18.75,6.7875
18.767,6.8016
18.783,6.8157
18.8,6.8297
18.817,6.8437
18.833,6.8576
18.85,6.8715
18.867,6.8854
18.883,6.8992
18.9,6.913
18.917,6.9267
18.933,6.9404
18.95,6.9541
18.967,6.9677
18.983,6.9813
19,6.9948
19.017,7.0083
19.033,7.0217
19.05,7.0351
19.067,7.0485
19.083,7.0618
19.1,7.0751
19.117,7.0883
19.133,7.1015
19.15,7.1147
19.167,7.1278
19.183,7.1408
19.2,7.1539
19.217,7.1668
19.233,7.1798
19.25,7.1927
19.267,7.2055
19.283,7.2183
19.3,7.2311
19.317,7.2438
19.333,7.2565
19.35,7.2691
19.367,7.2817
19.383,7.2943
19.4,7.3068
19.417,7.3192
19.433,7.3317
19.45,7.344
19.467,7.3564
19.483,7.3686
19.5,7.3809
19.517,7.3931
19.533,7.4052
19.55,7.4173
19.567,7.4294
19.583,7.4414
19.6,7.4534
19.617,7.4653
19.633,7.4772
19.65,7.4891
19.667,7.5009
19.683,7.5126
19.7,7.5243
19.717,7.536
19.733,7.5476
19.75,7.5592
19.767,7.5707
19.783,7.5822
19.8,7.5937
19.817,7.6051
19.833,7.6164
19.85,7.6277
19.867,7.639
19.883,7.6502
19.9,7.6614
19.917,7.6725
19.933,7.6836
19.95,7.6946
19.967,7.7056
19.983,7.7166
20,7.7275
20.017,7.7383
20.033,7.7492
20.05,7.7599
20.067,7.7706
20.083,7.7813
20.1,7.792
20.117,7.8026
20.133,7.8131
20.15,7.8236
20.167,7.834
20.183,7.8445
20.2,7.8548
20.217,7.8651
20.233,7.8754
20.25,7.8856
20.267,7.8958
20.283,7.906
20.3,7.9161
20.317,7.9261
20.333,7.9361
20.35,7.9461
20.367,7.956
20.383,7.9658
20.4,7.9757
20.417,7.9854
20.433,7.9952
20.45,8.0049
20.467,8.0145
20.483,8.0241
20.5,8.0336
20.517,8.0432
20.533,8.0526
20.55,8.062
20.567,8.0714
20.583,8.0807
20.6,8.09
20.617,8.0992
20.633,8.1084
20.65,8.1176
20.667,8.1267
20.683,8.1357
20.7,8.1448
20.717,8.1537
20.733,8.1626
20.75,8.1715
20.767,8.1804
20.783,8.1891
20.8,8.1979
20.817,8.2066
20.833,8.2152
20.85,8.2239
20.867,8.2324
20.883,8.2409
20.9,8.2494
20.917,8.2579
20.933,8.2662
20.95,8.2746
20.967,8.2829
20.983,8.2911
21,8.2994
21.017,8.3075
21.033,8.3157
21.05,8.3237
21.067,8.3318
21.083,8.3398
21.1,8.3477
21.117,8.3556
21.133,8.3635
21.15,8.3713
21.167,8.3791
21.183,8.3868
21.2,8.3945
21.217,8.4022
21.233,8.4098
21.25,8.4173
21.267,8.4249
21.283,8.4323
21.3,8.4398
21.317,8.4472
21.333,8.4545
21.35,8.4618
21.367,8.4691
21.383,8.4763
21.4,8.4835
21.417,8.4907
21.433,8.4978
21.45,8.5049
21.467,8.5119
21.483,8.5189
21.5,8.5258
21.517,8.5327
21.533,8.5396
21.55,8.5464
21.567,8.5532
21.583,8.56
21.6,8.5667
21.617,8.5734
21.633,8.5801
21.65,8.5867
21.667,8.5934
21.683,8.5999
21.7,8.6065
21.717,8.613
21.733,8.6196
21.75,8.6261
21.767,8.6326
21.783,8.6391
21.8,8.6456
21.817,8.6521
21.833,8.6586
21.85,8.6652
21.867,8.6718
21.883,8.6784
21.9,8.6849
21.917,8.6914
21.933,8.6978
21.95,8.7042
21.967,8.7106
21.983,8.7169
22,8.7231
22.017,8.7294
22.033,8.7356
22.05,8.7417
22.067,8.7478
22.083,8.7539
22.1,8.7599
22.117,8.7659
22.133,8.7718
22.15,8.7777
22.167,8.7836
22.183,8.7894
22.2,8.7951
22.217,8.8009
22.233,8.8066
22.25,8.8122
22.267,8.8179
22.283,8.8235
22.3,8.8292
22.317,8.8351
22.333,8.841
22.35,8.8471
22.367,8.8533
22.383,8.8595
22.4,8.8659
22.417,8.8724
22.433,8.879
22.45,8.8857
22.467,8.8925
22.483,8.8994
22.5,8.9065
22.517,8.9136
22.533,8.9208
22.55,8.9281
22.567,8.9356
22.583,8.9431
22.6,8.9507
22.617,8.9585
22.633,8.9663
22.65,8.9742
22.667,8.9823
22.683,8.9904
22.7,8.9987
22.717,9.007
22.733,9.0155
22.75,9.024
22.767,9.0326
22.783,9.0414
22.8,9.0502
